id,p
1,0.00694182686267119
2,0.0048058801356954395
3,0.005182811911044101
4,0.00499434602336977
5,0.005088578967206936
6,0.00511998994848599
7,0.00499434602336977
8,0.004428948360346777
9,0.0045545922854629975
10,0.004680236210579218
11,0.0048058801356954395
12,0.0037064957909285086
13,0.004523181304183943
14,0.004837291116974494
15,0.004523181304183943
16,0.005151400929765046
17,0.005025757004648825
18,0.0043975373790677225
19,0.004523181304183943
20,0.004523181304183943
21,0.004743058173137329
22,0.005057167985927881
23,0.006219374293252921
24,0.004586003266742053
25,0.005088578967206936
26,0.005151400929765046
27,0.005088578967206936
28,0.0048058801356954395
29,0.005151400929765046
30,0.004711647191858273
31,0.004648825229300164
32,0.005057167985927881
33,0.005025757004648825
34,0.009705993215228043
35,0.004617414248021108
36,0.005088578967206936
37,0.005151400929765046
38,0.005088578967206936
39,0.005182811911044101
40,0.004868702098253549
41,0.0049629350420907145
42,0.004900113079532605
43,0.005025757004648825
44,0.0052142228923231565
45,0.00603090840557859
46,0.004209071491393391
47,0.005057167985927881
48,0.00499434602336977
49,0.005025757004648825
50,0.00493152406081166
51,0.004240482472672447
52,0.005088578967206936
53,0.004868702098253549
54,0.004271893453951501
55,0.005088578967206936
56,0.00785274531976379
57,0.004868702098253549
58,0.004083427566277171
59,0.00499434602336977
60,0.005088578967206936
61,0.0048058801356954395
62,0.004900113079532605
63,0.004837291116974494
64,0.0043975373790677225
65,0.005088578967206936
66,0.005088578967206936
67,0.0070988817690664655
68,0.005088578967206936
69,0.004774469154416384
70,0.005088578967206936
71,0.004523181304183943
72,0.0049629350420907145
73,0.004868702098253549
74,0.005151400929765046
75,0.0048058801356954395
76,0.00511998994848599
77,0.005088578967206936
78,0.006502073124764417
79,0.004428948360346777
80,0.004837291116974494
81,0.004774469154416384
82,0.005088578967206936
83,0.005025757004648825
84,0.003989194622440005
85,0.004868702098253549
86,0.0049629350420907145
87,0.005025757004648825
88,0.005088578967206936
89,0.007727101394647569
90,0.005088578967206936
91,0.005088578967206936
92,0.00511998994848599
93,0.004900113079532605
94,0.00499434602336977
95,0.0049629350420907145
96,0.0043033044352305564
97,0.0049629350420907145
98,0.005025757004648825
99,0.005025757004648825
100,0.004774469154416384
101,0.005025757004648825
102,0.004271893453951501
103,0.00499434602336977
104,0.004774469154416384
105,0.00493152406081166
106,0.004177660510114336
107,0.0048058801356954395
108,0.0048058801356954395
109,0.00511998994848599
110,0.0048058801356954395
111,0.004428948360346777
112,0.007318758638019852
113,0.005088578967206936
114,0.0048058801356954395
115,0.00395778364116095
116,0.0041462495288352805
117,0.004774469154416384
118,0.004837291116974494
119,0.005088578967206936
120,0.004837291116974494
121,0.00499434602336977
122,0.004774469154416384
123,0.01096243246639025
124,0.0049629350420907145
125,0.0049629350420907145
126,0.005151400929765046
127,0.005057167985927881
128,0.0049629350420907145
129,0.00511998994848599
130,0.00499434602336977
131,0.00493152406081166
132,0.005088578967206936
133,0.005025757004648825
134,0.009077773589646941
135,0.004743058173137329
136,0.0049629350420907145
137,0.004648825229300164
138,0.005088578967206936
139,0.0049629350420907145
140,0.004774469154416384
141,0.004586003266742053
142,0.00499434602336977
143,0.004900113079532605
144,0.004774469154416384
145,0.008543786907903002
146,0.004900113079532605
147,0.005088578967206936
148,0.004648825229300164
149,0.004648825229300164
150,0.0043975373790677225
151,0.005088578967206936
152,0.004743058173137329
153,0.00499434602336977
154,0.00493152406081166
155,0.004900113079532605
156,0.005277044854881266
157,0.004774469154416384
158,0.005088578967206936
159,0.005057167985927881
160,0.004774469154416384
161,0.0048058801356954395
162,0.00499434602336977
163,0.004837291116974494
164,0.0049629350420907145
165,0.005025757004648825
166,0.004523181304183943
167,0.008198266113833397
168,0.005151400929765046
169,0.004774469154416384
170,0.005057167985927881
171,0.0043033044352305564
172,0.005151400929765046
173,0.00511998994848599
174,0.005182811911044101
175,0.0045545922854629975
176,0.004648825229300164
177,0.004743058173137329
178,0.006533484106043473
179,0.00499434602336977
180,0.0049629350420907145
181,0.005057167985927881
182,0.00511998994848599
183,0.0048058801356954395
184,0.00499434602336977
185,0.004900113079532605
186,0.004177660510114336
187,0.005151400929765046
188,0.005151400929765046
189,0.009486116346274658
190,0.005025757004648825
191,0.005151400929765046
192,0.0049629350420907145
193,0.00493152406081166
194,0.0049629350420907145
195,0.005088578967206936
196,0.00511998994848599
197,0.004868702098253549
198,0.005182811911044101
199,0.0049629350420907145
200,0.00998869204673954
